INPUT,MOLECULAR_FORMULA,AVERAGE_MASS,DENSITY_G/CM^3_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID7042356,C14H15N,197.281,1.044,0.00128825,0.00134586,4.8129,0.000121675,7.45686,413.967,3.5047,0.00546022,5.08811E-06
DTXSID9026500,C14H20O,204.313,0.918,0.00279898,0.000154525,3.72259,0.000289012,6.9038,287.019,3.94232,0.193817,0.000221799
DTXSID2036112,C22H42N2O,350.591,0.953,2.6485E-08,0.000131522,5.79363,5.59655E-08,10.6397,14383.9,5.32559,2.27344E-07,0.000113159
DTXSID40201458,C6H14OS,134.24,0.955,0.130617,0.0369828,3.11334,2.1985E-06,6.25563,35.8852,2.09342,0.0424778,0.324036
DTXSID4026713,C10H19NO2,185.267,0.929,0.615177,0.00616595,4.29132,3.77862E-05,5.18864,219.314,1.81129,0.10741,0.153527
DTXSID9021922,C4H11NO,89.138,0.913,0.719449,2.90402,4.44618,7.24391E-08,6.8647,11.651,-0.63274,0.123757,10.8084
DTXSID20180010,C6H7F3N4OS,240.2,1.571,9.24698E-07,0.00230144,4.3024,3.70319E-07,9.24459,85.8048,1.84657,1.77174E-05,0.00870451
DTXSID4026684,C15H20O,216.324,0.963,0.000709578,0.000125314,3.53044,1.82706E-05,7.38399,876.681,4.33852,0.00268446,0.000190949
DTXSID0052627,C19H38O3,314.51,0.853,1.96336E-05,0.000118304,5.47449,2.64229E-07,9.72269,6378.63,7.07823,1.01834E-05,3.09449E-06
DTXSID1048205,C26H26N2O2S,430.57,1.256,2.74157E-10,9.81748E-09,45.5602,2.33182E-06,11.6792,99848.1,6.83746,5.34766E-10,5.80357E-06
DTXSID3036311,C22H47NO2,357.623,0.881,8.37529E-09,1.28529E-05,5.81098,1.66765E-09,9.40931,14293.8,7.76744,2.24371E-07,0.000101811
DTXSID4051871,C6H10O3,130.143,1.166,0.711214,0.196789,6.46925,1.07645E-05,3.92008,32.4277,0.149763,0.157838,5.51017
DTXSID5044865,C18H39NO2,301.515,0.906,2.78612E-07,9.59401E-06,5.6151,1.74779E-09,9.1849,1260.09,5.36282,5.03367E-07,0.0109102
DTXSID5041306,C13H10O5,246.218,1.557,1.03276E-08,0.00155955,12.0365,6.98648E-11,9.38416,491.707,2.59794,4.64206E-09,0.000712092
DTXSID0042034,C12H26,170.34,0.692,2.99226,2.85759E-05,14.0108,0.154022,4.31603,2124.48,5.00613,11.2287,1.17368E-07
DTXSID1027635,C16H30O4,286.412,0.913,0.000729458,0.000243781,5.65765,1.07954E-07,7.43854,652.797,4.7774,0.00477655,0.00165701
DTXSID5028031,C8H13Cl2NO2,226.1,1.219,0.000901571,0.0751623,4.89613,1.64181E-07,5.72456,96.0371,2.40636,0.059762,0.226901
DTXSID3029572,C11H11Cl2NO2,260.11,1.314,0.000010617,0.00126183,3.35934,6.35321E-09,8.48796,769.428,2.69953,4.43675E-06,7.79988E-05
DTXSID9041310,C11H13Cl2NO,246.13,1.181,6.69885E-05,0.000711214,3.86038,3.57179E-08,8.49098,355.956,2.88004,0.000165092,0.00475675
DTXSID1051935,C8H16O,128.215,0.831,2.54097,0.0203236,4.10573,0.000176567,3.73061,150.433,3.16749,11.8369,0.00804836
DTXSID8027036,C5H12O2,104.149,1.02,0.0147231,1.90985,4.63011,9.07222E-08,7.0946,17.4719,-0.319777,0.0669239,10.7301
DTXSID4020870,C23H32O2,340.507,1,1.14288E-06,6.85488E-07,43.9846,3.1017E-10,9.38778,7380.35,6.25123,2.74962E-09,5.91591E-08
DTXSID7038864,C25H36O2,368.561,0.991,4.73151E-07,2.37684E-07,55.6318,2.98171E-10,9.4717,34579.9,7.47002,2.03797E-10,4.81681E-07
DTXSID2022208,C6H3Cl4N,230.9,1.615,0.000309742,5.08159E-05,24.8141,9.07852E-08,8.68572,5160.83,4.10345,0.0383589,0.000041661
DTXSID0026098,C6HCl4NO2,260.88,1.691,0.00105439,1.81134E-05,5.95506,5.30417E-05,6.74851,11220.4,4.37252,0.00179717,7.00864E-06
DTXSID70864338,C24H48O6,432.642,1.045,3.22849E-10,9.93116E-06,5.08395,7.43731E-12,9.43743,13964.5,4.75604,3.33095E-09,5.50736E-05
DTXSID3041326,C10H18O2,170.252,1.006,0.0158489,0.0121619,42.6456,5.46718E-07,7.85126,163.107,2.84926,0.0504718,0.0197758
DTXSID901015574,C20H6Br4Na2O5,691.859,2.849,3.09742E-13,6.10942E-07,95.7217,2.17759E-05,9.66376,61221.7,3.70409,5.82848E-10,3.39739E-05
DTXSID5021388,C8H5Cl3O3,255.48,1.568,5.26017E-06,0.000792501,3.54964,2.99111E-09,9.06022,97.6121,3.3099,3.68292E-05,0.000210834
DTXSID5021386,C6H3Cl3O,197.44,1.49,0.00506991,0.00313329,9.10435,1.3403E-06,7.00347,2087.64,3.69111,0.00803948,0.00423095
DTXSID1041340,C15H24O,220.356,0.935,0.00092683,5.83445E-05,20.4897,8.23377E-06,9.13712,8011.63,4.84925,0.00305355,1.17454E-05
DTXSID5026548,C15H27N3O,265.401,0.984,1.64059E-05,0.0295801,6.90077,8.76702E-10,9.9137,525.589,0.816742,1.7369E-07,0.00393738
DTXSID7027041,C14H26O2,226.36,0.918,0.000672977,0.00126765,6.71361,5.13454E-06,7.9345,83.8929,3.33694,0.00148163,0.00455613
DTXSID0052334,C42H62N4O2,654.984,1.07,4.73151E-17,3.8815E-10,56.6454,2.74163E-08,9.74064,30217,9.60218,3.84323E-09,1.63924E-06
DTXSID4034235,C16H22Cl2O3,333.25,1.192,2.58821E-06,1.55597E-06,4.9055,8.2553E-08,9.66151,2873.1,5.77889,3.3494E-06,1.38458E-06
DTXSID0024896,C10H13Cl2NO3,266.12,1.495,1.09901E-05,0.0020893,3.54877,2.95974E-09,8.64937,45.9586,1.37128,2.88557E-07,0.00684596
DTXSID5020445,C11H12Cl2O3,263.11,1.28,0.000305492,0.000164059,4.66489,2.88453E-08,7.45766,455.249,3.95878,0.000231203,0.000141308
DTXSID8034241,C11H15Cl2NO3,280.15,1.495,1.09901E-05,0.0020893,3.54877,2.95974E-09,8.64937,45.9586,1.56012,2.88557E-07,0.00684596
DTXSID1032309,C14H18Cl2O4,321.19,1.246,4.57088E-06,2.60016E-05,5.15195,2.92641E-08,8.99489,1618.21,3.86179,4.51121E-06,3.74874E-05
DTXSID0020442,C8H6Cl2O3,221.03,1.473,1.09901E-05,0.00199986,3.54877,2.95974E-09,8.64937,45.9586,2.80925,2.88557E-07,0.00684596
DTXSID7024035,C10H10Cl2O3,249.09,1.397,1.10408E-05,0.00034435,3.53939,1.46881E-09,8.52581,280.599,3.52802,4.29731E-07,0.000627691
DTXSID8022406,C13H10O3,214.22,1.384,1.49624E-07,0.0012106,14.8343,1.38451E-09,8.34854,466.582,2.595,2.32823E-09,0.000661546
DTXSID7042273,C12H18O,178.275,0.98,0.00473151,0.000540754,3.55864,1.61343E-06,8.38185,3952.89,3.89538,0.0106595,0.00156524
DTXSID50175732,C12H12N2OS,232.3,1.272,6.20869E-07,0.00037325,3.63255,1.65169E-10,10.6314,173.777,2.61106,6.01361E-07,9.12103E-05
DTXSID1073494,C11H25ClO6Si,316.85,1.043,0.00885116,0.0291072,4.22737,3.88961E-07,7.37482,107.7,1.54384,0.00471319,0.0791091
DTXSID1052402,C16H30O2,254.414,0.921,5.09331E-05,0.000233346,5.3427,2.17175E-05,8.11308,283.446,3.80541,0.000563833,0.00108828
DTXSID3027829,C9H20O5,208.254,1.046,0.00360579,1.64059,4.90744,7.35837E-09,8.47464,16.8084,-0.369378,0.00682822,5.35103
DTXSID7024166,C4H2O3,98.057,1.394,0.133045,0.00408319,6.10836,1.23884E-08,4.47744,11.4841,-0.424841,0.248167,0.779964
DTXSID8029159,C12H26O,186.339,0.796,0.0347536,0.000642688,6.12822,1.99877E-05,7.45719,251.28,4.69155,0.0507887,0.000603879
DTXSID7022170,C7H5Cl2NO,190.02,1.335,0.000753356,0.00562341,4.83176,2.82321E-09,9.22099,3.42844,0.772583,3.35677E-06,0.0125753
DTXSID6041424,C9H20O,144.258,0.822,0.319154,0.0097949,5.09766,3.86791E-05,5.86243,93.0067,2.91364,0.802206,0.00592626
DTXSID8041379,C15H24O2,236.355,0.934,0.000993116,6.18016E-05,6.13175,3.80541E-06,8.81286,4898.05,5.31815,2.59525E-05,3.10726E-05
DTXSID7022043,C7H5NO4,167.12,1.539,5.10505E-07,0.0224388,4.09655,1.7187E-10,7.83923,71.6124,0.326666,2.30373E-07,0.0298687
DTXSID1052406,C32H42N4O2,514.714,1.098,7.49894E-15,3.4435E-10,43.6442,2.97654E-08,9.65503,31729.8,8.96273,3.72123E-09,3.34472E-07
DTXSID3024368,C8H18O4,178.228,1.026,0.0105196,2.74789,4.58733,1.06029E-08,7.49025,25.2137,0.0319662,0.00998268,5.61702
DTXSID5026912,C7H16O4,164.201,1.034,0.0130317,3.3266,4.58491,1.72084E-08,6.77079,31.636,-0.0694038,0.0116044,6.09694
DTXSID40150270,C14H10F4N4O7S,454.31,1.765,4.28549E-13,7.14496E-06,5.1358,1.39189E-11,9.34761,48.7561,2.13883,1.22617E-09,9.84916E-05
DTXSID2041389,C12H10O,170.211,1.132,0.000756833,0.000353997,5.32868,1.7558E-06,6.90602,850.955,3.0504,0.00060966,0.00157354
DTXSID8027032,C4H11NO,89.138,0.89,1.38676,1.84927,7.05103,5.93383E-08,6.85847,9.07417,-0.91689,0.99122,11.2062
DTXSID1041390,C10H6ClNO2,207.61,1.416,5.82103E-06,0.000753356,4.05522,2.5285E-07,8.73402,1178.7,2.11697,4.50183E-07,0.000101028
DTXSID6041391,C9H13N5O,207.237,1.341,4.06443E-08,0.0097949,3.35726,6.08847E-09,10.2831,57.7448,0.966245,6.84035E-07,0.00278223
DTXSID4022284,C4H11N,73.139,0.79,88.1049,1.15878,4.74762,1.80866E-05,4.08408,11.2265,0.739917,177.567,1.6193
DTXSID9021762,C4H10O,74.123,0.87,8.12831,1.38038,3.66598,9.11468E-06,3.89376,10.8352,0.611756,18.1484,2.21258
DTXSID1021821,C4H9NO,87.122,1.006,3.54813,0.323594,4.27353,8.54569E-07,3.86416,27.1042,0.627864,1.13624,1.13886
DTXSID9026849,C4H8O2,88.106,1.024,0.0184502,1.80302,4.65677,5.50302E-08,6.97148,10.3683,-0.810207,0.00869759,8.86125
DTXSID6041399,C7H16O2,132.203,0.899,0.302691,0.542001,4.63011,1.52926E-06,5.00086,41.9962,1.02344,0.832798,0.73471
DTXSID1024097,C6H14O2,118.176,0.923,0.325837,1.03753,4.43924,1.59344E-06,4.89919,67.3685,0.828046,0.882349,1.07776
DTXSID1026904,C8H16O3,160.213,0.96,0.436516,0.0537032,3.81247,5.50607E-06,4.31709,112.842,1.00831,0.376443,0.0551874
DTXSID7029245,C2HClF4,136.47,1.409,1702.16,0.0074131,5.43383,0.0598452,0.955015,95.0819,2.25366,2883.86,0.0109919
DTXSID3041409,C8H8ClNO,169.61,1.209,0.000206063,0.00822243,3.7394,1.60452E-09,8.6774,46.8718,1.63031,3.36158E-05,0.0148135
DTXSID8023977,C7H7Cl,126.58,1.09,3.54813,0.00204174,11.8115,0.00352555,4.14225,157.619,3.41698,3.42126,0.000936018
DTXSID3021277,C6H8O2,112.128,1.018,0.0597035,0.0907821,3.55957,6.64839E-07,4.81182,21.2556,1.33004,0.333733,0.0197647
DTXSID7024087,C4H10O2,90.122,0.943,2.00909,3.74111,4.12295,4.72999E-07,4.23853,12.0957,-0.319912,5.31787,11.0976
DTXSID5020605,C8H18O,130.231,0.84,0.226464,0.00931108,4.34434,3.02603E-05,5.77252,61.7104,2.89345,0.137411,0.00703873
DTXSID2026448,C6H14O3,134.175,1.131,0.000127938,2.16272,5.34041,1.30631E-08,7.25782,16.5101,-1.47758,0.000160061,0.242375
DTXSID5041516,C7H8O3,140.138,1.254,0.0213796,0.0952796,3.53789,3.95035E-07,4.6119,63.2952,0.628087,0.0786272,0.247375
DTXSID9025293,C8H16O2,144.214,0.95,0.0229087,0.0158489,4.78286,8.31926E-07,6.00196,66.4852,2.64324,0.0301776,0.0138561
DTXSID7029320,C17H27NO2,277.408,0.958,1.88799E-05,3.86367E-05,4.77267,3.93144E-08,8.91488,1515.26,3.86294,7.30748E-06,0.000036906
DTXSID8026694,C10H20O2,172.268,0.871,0.238232,0.00103039,4.48005,0.000569095,4.96941,197.668,4.07462,0.23404,0.000489681
DTXSID9025297,C11H20O2,184.279,0.875,0.454988,0.0887156,5.15842,0.00025156,5.24105,362.67,4.19872,0.179229,0.000541443
DTXSID1025300,C20H27O4P,362.406,1.127,9.46237E-07,4.81948E-06,4.22717,0.000054043,11.7254,2490.78,5.72969,0.000049799,5.19075E-06
DTXSID3027958,C24H48O2,368.646,0.803,2.92415E-07,7.63836E-07,8.40952,2.29636E-07,10.5935,10249.6,9.47465,2.46467E-06,4.64196E-05
DTXSID9047178,C26H52O2,396.7,0.798,7.4131E-08,1.72584E-07,9.82005,8.5978E-08,11.7332,10207.8,9.38868,2.3645E-06,1.12309E-05
DTXSID7040734,C15H22O3,250.338,1.053,2.09411E-05,0.000105682,3.3339,1.6042E-09,9.44806,215.839,4.04342,4.05453E-06,0.000535985
DTXSID9025299,C24H27NO2,361.485,1.07,1.92752E-09,6.83912E-07,3.34968,2.53892E-08,11.737,46051.1,5.84951,1.06775E-08,1.60869E-06
DTXSID2034255,C2H4FNO,77.058,1.126,0.0127644,3.1989,3.67773,7.21592E-08,4.2519,6.86061,-1.05081,0.022801,12.9265
DTXSID5021916,C7H14O,114.188,0.835,4.67735,0.040738,4.49171,0.000168168,4.04703,39.9018,1.97974,3.87874,0.0380013
DTXSID1041265,C16H34O,242.447,0.812,4.32514E-05,5.14044E-06,5.93914,2.11475E-05,9.55867,3277.46,6.52183,2.18467E-05,7.52785E-07
DTXSID1026908,C8H18O2,146.23,0.914,0.05236,0.0948418,4.45447,1.17706E-05,6.29976,102.081,1.85917,0.156021,0.0679699
DTXSID4042048,C3HF7,170.03,1.478,1798.87,0.000480839,7.57216,0.0687294,-0.062482,327.712,1.84892,3422.74,0.000109069
DTXSID3022405,C14H12O3,228.247,1.224,1.2218E-07,0.000311172,3.5364,2.48418E-10,9.7197,429.818,3.7854,2.30687E-07,0.000212758
DTXSID7040285,C8H8O2,136.15,1.107,0.0215278,0.0534564,3.55959,1.18938E-07,6.61381,68.5141,1.91945,0.00412371,0.0609978
DTXSID6037807,C8H15N5O,197.242,1.264,8.95365E-08,0.0101859,4.64287,9.58002E-09,8.53125,213.153,2.2088,1.10453E-10,3.04376E-05
DTXSID5026881,C20H40O3,328.537,0.89,3.14775E-08,1.03992E-05,5.74128,5.46455E-08,10.91,13827.8,7.59955,2.18171E-07,6.22411E-06
DTXSID9052218,C26H54N2O4,458.728,0.795,1.40929E-08,2.47742E-05,8.41913,8.03246E-08,10.3906,14257.1,0.55106,1.2721E-07,7.63114E-05
DTXSID5049441,C4H10O2,90.122,0.948,3.68129,3.69828,4.12535,7.03413E-07,4.08117,10.522,-0.313305,6.29883,10.6544
DTXSID90185456,C6H4Cl3NO,212.45,1.464,0.0057544,0.00012106,3.53967,0.000103992,5.76734,909.92,3.23582,0.0836604,8.50418E-05
DTXSID5024182,C3H8O2,76.095,0.985,3.74111,5.67545,4.12411,3.31437E-07,3.96454,10.3524,-0.769001,9.46905,13.1806
DTXSID5027069,C5H12O,88.15,0.851,3.6141,0.223872,4.26629,1.41015E-05,4.50606,14.8198,1.28898,3.12851,0.337951
DTXSID0021759,C4H10O,74.123,0.841,11.6681,1.57761,3.67057,9.7678E-06,3.89376,12.0246,0.761386,10.452,1.11957
DTXSID5021885,C6H14O2,118.176,0.958,0.189234,0.316228,5.3513,1.04874E-07,7.17029,15.2204,1.00685,0.0130251,8.36254
DTXSID2034259,C4H5NOS,115.15,1.345,0.092683,0.0699842,4.29098,2.30284E-08,4.52276,54.9187,-0.0974589,2.23412,0.317768
DTXSID3047471,C5H10O,86.134,0.843,11.695,0.601174,4.73778,2.06023E-05,4.04171,11.655,0.810561,11.7878,11.4628
DTXSID1022053,C7H6N2O5,198.134,1.556,3.55631E-05,0.00306902,4.5758,1.38385E-06,7.71437,256.986,2.13076,0.000120184,0.00807256
DTXSID8025468,C5H12,72.151,0.7,549.541,0.0018197,6.05292,0.60086,2.27857,56.7424,3.00337,685.593,0.000666351
DTXSID2027254,C7H14O2,130.187,0.892,6.13762,0.0250035,4.44992,0.000408515,3.88756,35.0882,2.30631,6.57895,0.0142048
DTXSID4041440,C10H20O2,172.268,0.857,0.966051,0.00137404,4.60869,0.000552313,4.58808,198.751,3.92394,0.761529,0.000580852
DTXSID3029231,C4H10O2,90.122,1.05,0.0428549,3.99945,4.25057,7.51239E-08,6.88387,9.45488,0.233647,0.0211618,11.3657
DTXSID5027061,C10H8O,144.173,1.19,0.000549541,0.0025704,19.8705,2.78301E-08,8.35569,1366.17,2.70192,0.000319451,0.00563008
DTXSID2042195,C12H10O3,202.209,1.261,5.78096E-07,0.000721107,3.71267,1.64889E-09,8.80409,535.26,2.53234,3.42185E-07,0.000996729
DTXSID2024953,C10H23NO,173.3,0.876,0.00796159,0.012331,5.68951,1.26839E-05,7.71481,274.848,2.64867,0.00804901,0.0230322
DTXSID9041443,C15H13Cl2NO2,310.17,1.314,5.45758E-07,4.77529E-06,4.73853,1.64421E-05,8.57947,14583.1,4.48558,1.32468E-06,6.75196E-06
DTXSID3036288,C20H42O,298.555,0.801,8.47227E-07,1.1508E-06,18.6828,7.7434E-07,11.0605,9913.61,8.81553,3.75384E-07,2.37753E-07
DTXSID9021976,C8H10O2,138.166,1.105,0.0145211,0.128233,5.47167,2.87663E-07,6.59977,67.6996,1.16071,0.00702604,0.195134
DTXSID9026342,C8H10O,122.167,1.02,0.0512861,0.0724436,4.51853,2.59922E-07,6.11433,31.6549,1.36075,0.0866907,0.181288
DTXSID6035156,C11H14O2,178.231,1.017,0.0042462,0.0035156,4.2818,0.000077974,5.72116,90.8663,3.00495,0.0197062,0.00104117
DTXSID9041447,C12H18,162.276,0.869,0.238781,2.00447E-05,3.94077,0.0124109,5.76226,1967.36,5.48,0.497287,1.46138E-05
DTXSID2021151,C12H10O,170.211,1.158,0.000444631,0.00124738,22.4905,7.18725E-08,9.19909,3412.25,3.09101,0.00197786,0.0154132
DTXSID00447077,C4H10O2,90.122,0.893,4.9204,1.51356,4.12514,5.40664E-07,4.04688,13.9639,0.518915,5.85181,6.27253
DTXSID1027500,C5H12O2,104.149,0.95,1.67494,1.33352,3.67212,7.93249E-07,4.3954,14.1309,0.32186,3.11892,7.4444
DTXSID4041818,C10H18O,154.253,0.9,0.429536,0.00353183,3.54585,0.000165777,5.00238,1290.84,3.23872,0.290734,0.00469142
DTXSID3036105,C12H22O2,198.306,0.916,0.0586138,0.00171396,5.79534,0.000532125,5.83582,116.438,4.37526,0.0544672,0.000113087
DTXSID2021943,C11H22O,170.296,0.825,0.0494311,0.00133968,5.01909,6.38704E-05,5.79476,574.852,4.09027,0.041677,1.10002E-07
DTXSID0038833,C6H17NO3Si,179.291,0.951,1.11173,0.0253513,4.13849,1.98434E-06,5.83808,19.1129,0.113608,0.214796,0.835531
DTXSID4052219,C22H6Cl8N4O2,641.92,1.926,1.14551E-10,3.08319E-08,44.1792,2.57768E-12,9.73612,235152,4.85207,4.39352E-11,4.47141E-07
DTXSID1026241,C16H22O3,262.349,1.079,4.50817E-06,0.00041115,2.94264,1.56223E-09,9.71153,3247.49,4.18727,2.10576E-06,0.000587833
DTXSID4042468,C9H18N2O2S,218.32,1.1,8.37529E-05,0.0116681,3.54574,2.3236E-08,8.51995,89.9631,2.74502,0.000169467,0.0239389
DTXSID7041465,C6H13NO,115.176,0.92,14.8594,0.933254,4.97745,2.16092E-05,3.35253,68.6099,0.519011,11.7116,1.32799
DTXSID6041426,C5H8O,84.118,0.963,49.0908,0.781628,3.64446,7.45618E-05,3.0992,28.4083,0.692193,118.395,0.439666
DTXSID50179432,C13H15NO2,217.268,1.18,1.90108E-07,0.000325087,3.34133,3.62019E-07,10.1618,151.961,2.35915,9.04804E-07,0.00275331
DTXSID7029661,C9H20O,144.258,0.831,0.148936,0.00528445,4.48895,4.03553E-05,5.86243,90.5679,3.07063,0.301665,0.00140341
DTXSID0041270,C11H22O2,186.295,0.845,0.21727,0.000521195,4.46542,0.000409854,5.00691,278.919,4.07273,0.351778,9.06632E-05
DTXSID6041472,C8H14O,126.199,0.864,11.4815,0.11749,4.50886,1.57861E-05,4.53073,39.4927,1.78339,4.19491,0.120695
DTXSID5051361,C35H64O11,660.886,1.046,1.09396E-11,0.000100925,4.07598,1.20571E-08,11.376,20513.4,2.68098,1.00616E-08,8.83187E-06
DTXSID2027412,C12H26O5,250.335,1.014,0.000489779,0.250611,3.67949,5.89982E-09,8.84412,612.666,0.136281,0.00223316,1.6716
DTXSID1041475,C10H18O2,170.252,0.951,0.00074131,0.0483059,5.12778,3.32231E-07,7.58905,80.5559,2.08837,0.00247891,0.058557
DTXSID6024836,C10H16O,152.237,0.867,0.186209,0.000990832,4.51242,5.53111E-05,5.00985,91.635,2.99753,0.64336,0.0086826
DTXSID7041380,C10H18O,154.253,0.881,0.0286418,0.00208449,4.46853,5.60618E-07,7.64617,96.8741,3.55828,0.0300552,0.00150491
DTXSID5041487,C12H24O2,200.322,0.842,0.0887156,0.000729458,5.70159,0.000205133,5.7766,230.392,4.7137,0.135536,7.67582E-05
DTXSID7029110,C10H22O,158.285,0.816,0.0549541,0.00414954,5.23065,2.45764E-05,6.42398,166.355,3.6071,0.139469,0.00197873
DTXSID6041476,C20H19N3O5S,413.45,1.44,2.07014E-11,4.80839E-06,4.24844,1.48476E-11,10.26,1940.63,1.56775,1.25913E-10,0.000217621
DTXSID4047462,C10H16,136.238,0.891,6.53131,0.000092683,3.63259,0.0641514,4.4445,2806.59,4.38144,2.66928,2.14938E-05
DTXSID5032313,C7H9Cl2N,178.06,1.183,0.0159588,0.011722,3.65461,5.31017E-07,7.45731,164.243,-1.01946,0.0565806,0.00339824
DTXSID60864286,C10H18O,154.253,0.856,0.184927,0.00356451,4.30263,0.00014943,5.05442,213.497,3.51615,0.279747,0.000258477
DTXSID0025101,C8H11NO,137.182,1.05,0.115878,0.0630957,3.73703,2.69369E-07,7.70008,84.4708,1.5613,0.00398454,0.0254804
DTXSID5021968,C9H10O3,166.176,1.177,0.0012942,0.015417,3.53664,1.91354E-09,7.77015,142.538,1.59292,0.000010342,0.01702
DTXSID2037506,C12H15NO4,237.255,1.177,4.19759E-07,0.0027227,3.53599,1.31366E-09,8.17892,233.631,1.63962,6.0115E-08,0.0262757
DTXSID0028038,C8H12INO2,281.093,1.58,0.000151356,0.00363078,4.44738,1.82962E-08,8.54074,13.4558,2.09061,0.000998911,0.0196452
DTXSID4052506,C5H10O,86.134,0.866,3.48337,0.280543,4.48108,2.02854E-07,4.2519,13.8795,0.906702,3.5512,1.44058
DTXSID9025453,C7H14O2,130.187,0.894,5.86138,0.0206063,4.45355,0.000582594,3.88756,34.8568,2.24983,5.64088,0.0136405
DTXSID3041954,C8H16O,128.215,0.831,1.63682,0.0131826,4.50513,0.000153946,4.55842,89.6459,2.4569,1.9836,0.0202238
DTXSID5041489,C10H22O3,190.283,1.016,0.00261216,0.0420727,4.48758,5.3582E-07,7.84277,38.0173,1.58873,0.0224488,0.1906
DTXSID9041491,C9H10O,134.178,1.059,0.00610942,0.0232274,3.56411,4.69193E-07,7.01993,52.9703,1.94886,0.0240336,0.0958945
DTXSID4041492,C12H18,162.276,0.862,0.132434,0.000065013,3.68083,0.0124034,5.76226,2235.97,5.48268,0.506382,1.39987E-05
DTXSID1024835,C9H8O,132.162,1.028,0.0260016,0.00792501,4.81723,6.57199E-05,4.82822,66.9829,1.89921,0.0290401,0.0107571
DTXSID9041493,C17H17ClN4O2,344.8,1.267,2.20293E-10,3.01301E-07,3.35272,1.93613E-09,11.5877,2073.79,2.34475,2.21389E-08,0.000216312
DTXSID60239495,C11H12N4O7S2,376.36,1.767,4.1115E-11,0.00308319,4.88313,1.50285E-09,9.39745,39.4415,0.24879,6.51012E-09,0.000942361
DTXSID9022360,C14H22O,206.329,0.996,0.00156315,0.000132434,4.08303,7.90096E-06,8.68572,2453.64,4.86708,0.000486421,8.74848E-05
DTXSID9025451,C13H20O,192.302,0.922,0.00922571,0.000701455,3.53125,0.000321951,6.56386,390.525,3.94498,0.0538156,0.000882852
DTXSID8021771,C11H16O,164.248,0.981,0.0126183,0.00323594,3.73086,6.21129E-07,7.71285,3127.36,3.49129,0.00205254,0.00102885
DTXSID1027970,C13H22O2,210.317,0.933,0.000402717,0.00342768,3.54436,7.54259E-08,9.29861,230.433,3.10471,3.89514E-05,0.0289005
DTXSID4051744,C28H18N2O2,414.464,1.32,3.77572E-11,8.531E-09,33.5999,1.34153E-07,11.6773,110472,6.22361,2.39116E-10,8.22242E-07
DTXSID0032314,C5H11NO,101.149,0.931,3.9355,1.07895,5.40291,7.1898E-07,4.28382,11.7892,0.757919,5.49344,4.15061
DTXSID90190843,C10H6Cl2N2,225.07,1.353,0.000210863,0.000144212,13.0689,9.35871E-05,7.80916,98.6787,4.1671,8.93908E-05,1.11592E-05
DTXSID8036312,C13H18O2,206.285,1.092,0.00215774,0.00158855,5.22343,6.29979E-05,6.66348,2185,2.63903,3.02934E-05,0.0044174
DTXSID6024466,C7H7NO2,137.138,1.339,1.51356E-05,0.018281,3.11477,4.52077E-10,7.85695,312.524,0.824077,1.65665E-05,0.0677224
DTXSID6035106,C4H9NO2,103.121,1.048,0.0120781,1.46555,3.55681,1.27004E-08,7.17087,9.40791,-3.16697,0.0176064,12.5476
DTXSID0023870,C5H6N2,94.117,1.119,0.328095,0.914113,4.58507,4.68613E-07,4.9866,17.9284,0.31946,0.0537924,0.929921
DTXSID6020224,C4H6O2,86.09,1.087,1.02565,1.1749,4.43619,2.96421E-08,4.0135,14.2717,-0.638432,0.454648,11.58
DTXSID0032316,C8H9ClO,156.61,1.21,0.0199526,0.00707946,5.33113,6.08706E-07,7.542,558.009,3.26812,0.013974,0.0015928
DTXSID60213194,C8H6ClNOS,199.65,1.371,0.0013122,0.000644169,2.55144,5.70184E-06,7.56729,126.3,1.87316,7.7263E-06,0.00172043
DTXSID4021717,C7H7ClO,142.58,1.233,0.0374973,0.00874984,3.5525,1.13034E-06,6.63284,83.3923,3.09116,0.049796,0.0269456
DTXSID9034282,C8H7ClO3,186.59,1.376,3.28852E-05,0.0065013,3.55553,8.55489E-09,7.76636,54.7593,2.24774,4.64136E-06,0.00517415
DTXSID8024814,C7H7Cl,126.58,1.089,1.76604,0.00174985,10.1977,0.00155656,4.14225,79.5042,3.32993,2.70301,0.000572323
DTXSID4042171,C16H33NO,255.446,0.841,0.000012218,3.45144E-05,5.68582,5.98678E-07,8.00194,1493.6,4.20998,2.18466E-05,0.000576631
DTXSID0021969,C8H8O3,152.149,1.269,0.00325837,0.0172982,3.54186,1.8334E-09,7.47953,88.4682,1.19255,0.00011694,0.0717468
DTXSID3026647,C7H6O3,138.122,1.414,7.44732E-05,0.0483059,4.09342,4.55185E-10,8.07562,27.0476,1.57746,1.9435E-07,0.0375323
