INPUT,MOLECULAR_FORMULA,AVERAGE_MASS,DENSITY_G/CM^3_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID3022247,C15H26O,222.372,0.91,0.00163305,0.000146218,3.34758,9.99494E-07,9.25143,1025.76,4.86179,0.00653336,0.00244526
DTXSID5025310,C9H13NO2S,199.27,1.223,1.09144E-05,0.0142561,3.64867,9.52629E-08,7.72175,39.8572,1.61313,1.52104E-06,0.0125345
DTXSID8032386,C13H14F3N3O4,333.267,1.382,3.79315E-06,2.33884E-06,3.54005,1.91713E-07,7.54802,3992.48,5.11043,8.73343E-05,2.71979E-07
DTXSID0074261,C20H43NO2,329.569,0.897,7.4131E-08,1.14288E-05,5.81298,1.68278E-09,9.30945,13424.1,5.93936,2.38025E-07,0.00105509
DTXSID0021917,C6H14,86.178,0.72,125.893,0.000562341,8.96342,0.492255,2.56013,165.951,3.90054,150.711,0.000126707
DTXSID2020929,C6H6N2O,122.127,1.181,0.0368978,0.168267,3.54589,2.28196E-09,7.45489,73.9263,-0.369796,0.000112771,4.79675
DTXSID6034764,C15H18N6O6S,410.41,1.516,1.36773E-11,0.000981748,4.26433,5.42634E-11,9.62333,30.2442,0.0122087,1.06703E-10,0.0228708
DTXSID1020930,C10H14N2,162.236,1.016,0.02208,0.0799834,3.36233,2.75966E-05,5.80568,102.389,1.17111,0.0375479,6.15336
DTXSID1020932,C6H5NO2,123.111,1.313,0.000467735,0.177419,3.55028,9.18176E-09,5.99479,76.025,0.357954,0.000779549,0.141828
DTXSID70184967,C8H15N3O2,185.227,1.336,1.76604E-07,0.0172187,4.62341,2.67165E-09,8.18429,30.0639,0.530355,1.77014E-06,0.00709417
DTXSID9042203,C13H19N3O6S,345.37,1.379,9.7051E-07,8.60994E-06,3.5341,6.39578E-08,8.8861,833.197,3.51923,9.32301E-09,1.74638E-06
DTXSID0024216,C6H3Cl4N,230.9,1.542,0.0107895,0.000162181,5.88915,0.00016051,5.75483,418.297,3.41029,0.00482165,0.000206269
DTXSID6020939,C6H9NO6,191.139,1.474,1.64437E-09,2.88403,3.67571,2.83042E-10,7.89125,63.6266,-1.61719,1.15238E-08,0.309304
DTXSID8020969,C2H5NO2,75.067,1.073,18.7932,0.36141,3.68114,4.75289E-05,2.81427,8.81484,0.169328,20.7765,0.614835
DTXSID7020970,C12H7Cl2NO3,284.09,1.452,4.48745E-07,1.86209E-06,3.71673,6.79835E-05,8.61388,10030.7,4.6398,1.71599E-06,3.53106E-06
DTXSID9042205,C13H7ClF3NO3,317.65,1.486,5.5847E-07,5.34564E-06,3.55489,3.3297E-06,7.38247,21005.9,4.53942,1.77232E-06,1.00919E-06
DTXSID2020977,CH3NO2,61.04,1.1,81.283,1.86209,7.57229,2.86351E-05,2.43367,5.50312,-0.30094,35.5056,1.76391
DTXSID5037579,C14H17NO6,295.291,1.224,5.14044E-06,0.000122462,4.99832,1.93618E-08,8.20835,325.358,2.75639,7.71789E-07,9.17638E-06
DTXSID601015820,C19H39NO6,377.522,1.117,6.15177E-11,0.0053827,3.54126,1.43336E-11,9.4856,2477.18,1.99929,2.70617E-10,0.0282937
DTXSID6020856,C5H9NO,99.133,1.009,0.171002,1.48252,4.60985,3.23426E-09,3.83866,56.0104,-0.458463,0.348976,10.0212
DTXSID8025591,C5H13NO2,119.164,1.06,0.00486407,6.01174,4.12174,2.96234E-09,7.36356,36.1574,-1.7003,0.000201615,8.39216
DTXSID8042210,C5H11N,85.15,0.845,51.6416,2.04644,8.97879,3.01962E-05,3.45465,72.8276,0.92045,99.5124,2.71924
DTXSID0027644,C21H44N2,324.597,0.796,3.58096E-07,2.33884E-05,5.25883,4.6248E-08,9.33001,13941.9,8.63169,3.63214E-06,7.95888E-05
DTXSID3042213,C22H45NO2,355.607,0.906,2.58821E-08,0.000125603,5.8242,1.65183E-09,9.40392,14320.6,6.74328,2.30124E-07,9.59034E-05
DTXSID8042214,C10H5Cl9,444.2,1.911,2.96483E-06,1.42233E-07,230.688,7.45727E-05,10.1783,30275.5,6.19852,3.32802E-08,2.16169E-07
DTXSID3021641,C9H18O2,158.241,0.95,0.00109648,0.00245471,4.98751,1.68863E-06,7.78065,309.048,3.4195,0.00165274,0.00179067
DTXSID6040292,C13H22N2O,222.332,1.101,1.39959E-06,0.00445656,14.6855,1.58871E-09,9.87872,276.264,2.902,5.30274E-07,0.000736461
DTXSID8024234,C12H9ClF3N3O,303.67,1.501,7.07946E-07,9.05733E-05,3.54622,1.10788E-09,6.63767,1901.56,2.37755,2.92972E-08,0.000101356
DTXSID5034773,C17H9ClF8N2O4,492.71,1.763,6.26614E-09,6.47143E-08,4.4669,1.12229E-11,9.47356,12638.2,5.2698,7.06392E-10,4.11771E-08
DTXSID0034774,C17H7Cl2F9N2O3,529.14,1.87,4.75335E-09,1.14288E-08,3.54712,6.84126E-12,9.49577,76182.4,5.03699,1.00734E-09,5.25864E-08
DTXSID0075027,C17H35NO6,349.468,1.123,3.54813E-10,0.0125314,3.53639,1.4931E-11,9.48061,217.479,0.596765,2.42183E-10,0.0476655
DTXSID2042220,C17H12ClFN2O,314.74,1.405,5.99791E-08,7.65597E-05,5.22413,1.82887E-09,11.1931,245.109,3.18022,3.37469E-09,8.29162E-05
DTXSID2021440,C6H9NO,111.144,1.001,0.0453942,0.526017,4.65846,1.57704E-08,4.52551,55.957,0.368115,0.958884,4.54753
DTXSID6022345,C14H9Cl5,354.48,1.517,4.14954E-06,1.23595E-07,11.6876,1.43448E-05,9.56752,126385,6.92326,1.34353E-06,2.13546E-07
DTXSID1020069,C14H15N3,225.295,1.085,3.1989E-08,1.01625E-05,4.84091,6.13359E-07,8.45966,735.807,3.78349,6.54583E-07,3.11826E-05
DTXSID8021808,C7H8O,108.14,1.067,0.230144,0.158125,5.30306,1.18058E-06,5.04869,121.977,1.95091,0.302446,0.237672
DTXSID9027441,C21H26O3,326.436,1.141,1.61808E-08,8.3946E-07,3.34862,1.01535E-08,10.5739,16635.8,6.39496,4.38587E-08,2.39944E-06
DTXSID9052214,C42H84N2O4,681.144,0.85,6.71429E-16,2.39332E-08,125.154,2.50245E-08,9.54884,20556.9,9.37985,2.56777E-09,1.51354E-06
DTXSID8021642,C18H36O2,284.484,0.889,4.69894E-08,9.22571E-07,18.9526,6.64788E-08,10.6209,3946.22,8.22868,7.14871E-07,2.08416E-06
DTXSID6027260,C38H74O4,595.006,0.824,1.69824E-12,5.5847E-10,183.523,2.85065E-08,11.6749,20535.6,9.23292,1.28884E-09,2.87285E-08
DTXSID70865507,C26H52O3,412.699,0.845,2.85102E-08,7.51623E-07,8.70043,6.82693E-08,10.3506,10183.2,9.45031,3.5723E-07,1.50522E-05
DTXSID5027013,C22H44O2,340.592,0.819,5.35797E-07,4.04576E-06,5.71412,2.31891E-07,10.8498,13920.9,9.21096,4.20149E-07,0.00495563
DTXSID2027967,C31H62O2,466.835,0.777,3.27341E-10,7.29458E-09,119.437,7.23839E-07,11.6809,20045.8,8.19951,3.14935E-11,8.31254E-08
DTXSID8027456,C35H62O3,530.878,0.876,2.98538E-09,3.81944E-08,15.2986,3.27441E-08,10.1901,29918,10.1874,4.09414E-08,9.38521E-07
DTXSID4052005,C30H60O2,452.808,0.781,2.69153E-09,4.46684E-08,123.018,7.05765E-07,11.6828,19863.6,8.27365,9.2867E-11,9.09965E-08
DTXSID5051816,C26H52O2,396.7,0.801,3.06902E-08,8.05378E-07,31.1488,8.0727E-08,11.7145,10204.1,9.53072,2.44378E-07,1.00194E-05
DTXSID3051961,C15H24O,220.356,0.963,0.00162181,3.25087E-05,96.6366,9.76149E-07,9.25343,4816.89,3.68937,0.00344023,0.000425158
DTXSID7027205,C8H24O4Si4,296.616,0.962,0.486407,7.4817E-08,214.816,11.9941,3.94398,3064.9,6.74116,1.04696,1.69853E-08
DTXSID3021643,C8H16O,128.215,0.841,0.638263,0.00590201,4.92954,0.000510941,5.14665,77.1459,2.76889,1.17634,0.00435543
DTXSID3021645,C8H16O2,144.214,0.947,0.00249459,0.0055335,4.9798,1.04792E-06,6.24209,110.089,3.04853,0.00370176,0.00525666
DTXSID30865508,C24H48O2,368.646,0.81,1.26765E-07,3.0903E-06,18.86,2.24746E-07,11.5398,10276.9,9.52661,1.32218E-06,3.63756E-05
DTXSID1025805,C11H19NOS,213.34,1.3,9.7051E-06,0.00013213,4.9625,6.75582E-05,7.30539,706.605,2.45255,3.73102E-05,0.00231176
DTXSID1025302,C18H26O3,290.403,0.995,7.97995E-06,5.40754E-05,4.90261,1.07402E-07,8.51784,924.073,5.19958,5.34881E-06,2.10098E-05
DTXSID9027522,C20H25N3O,323.44,1.195,1.1885E-09,1.87499E-06,5.34341,5.25363E-08,10.8165,787.224,4.01789,4.48128E-08,5.33989E-05
DTXSID6044640,C14H28O6,292.372,1.333,1.61808E-08,0.0756833,3.53631,1.57499E-09,9.38439,178.472,1.45722,3.92557E-09,0.00719486
DTXSID6042234,C14H28O6,292.372,1.333,1.61808E-08,0.0756833,3.53631,1.57499E-09,9.38439,178.472,1.45722,3.92557E-09,0.00719486
DTXSID1042235,C14H28O6,292.372,1.333,1.61808E-08,0.0756833,3.53631,1.57499E-09,9.38439,178.472,1.45722,3.92557E-09,0.00719486
DTXSID7042433,C8H18O4S,210.29,1.245,0.00841395,0.0431519,4.29273,1.51406E-08,8.49103,193.227,1.34998,2.62502E-05,0.0898742
DTXSID6042238,C15H22O3,250.338,1.074,2.63027E-05,0.00011885,3.52066,3.81034E-10,9.72474,1294.09,4.0429,4.34507E-06,0.000535099
DTXSID6032562,C17H25NO2,275.392,1.09,3.12608E-08,0.000172584,4.64526,1.01079E-07,9.94307,2769.6,3.69976,1.78551E-05,0.00175179
DTXSID6058138,C14H16ClNO3,281.74,1.223,4.66659E-07,0.0013122,4.45612,4.91003E-10,10.1791,132.359,1.39108,1.50763E-07,0.000518252
DTXSID1025809,C18H34O2,282.468,0.907,1.34586E-07,9.16221E-06,5.3554,6.05302E-08,10.6121,2355.33,7.6389,1.39009E-06,4.34358E-08
DTXSID9023831,C22H45NO4,387.605,0.903,2.81838E-07,9.16221E-06,5.3554,6.05302E-08,10.6121,2355.33,0.622442,1.39009E-06,4.34358E-08
DTXSID5042243,C21H39NO3,353.547,0.944,1.94536E-09,0.000164816,5.75809,6.34748E-08,10.4592,13920.5,6.15124,2.31601E-07,0.00194774
DTXSID4037580,C5H12NO4PS,213.19,1.204,7.19449E-05,0.107895,3.54975,2.05053E-09,9.59107,9.92123,-0.738029,2.47681E-05,0.469928
DTXSID0058061,C12H16ClNOS,257.78,1.147,7.29458E-05,7.96159E-05,3.18704,2.04428E-08,9.60793,1102.15,3.42946,0.000091174,9.33873E-05
DTXSID8024238,C12H18N4O6S,346.36,1.397,1.07399E-07,7.31139E-06,3.53535,2.89578E-10,10.7158,2504.16,3.7247,2.88688E-09,1.41654E-05
DTXSID8058085,C15H14Cl2N2O3,341.19,1.275,3.0761E-08,9.54993E-06,5.16004,2.47611E-08,9.64328,2381.47,3.95057,1.87835E-08,1.10444E-06
DTXSID3024239,C15H18Cl2N2O3,345.22,1.306,8.81049E-08,8.66962E-06,4.78346,7.94501E-08,9.29562,3232.19,4.79797,1.12145E-07,1.96239E-06
DTXSID2032631,C14H18N2O4,278.308,1.208,2.01372E-07,0.00394457,4.29109,1.81839E-09,9.21127,194.861,0.800557,2.49463E-08,0.0122874
DTXSID0025816,C2H2O4,90.034,1.512,0.00968278,5.236,8.38932,1.43456E-10,6.48411,8.39649,-0.85548,0.000234582,1.90891
DTXSID2075003,C2H6O6,126.064,1.552,0.00968278,4.42588,8.38932,1.43456E-10,6.48411,8.39649,-0.845873,0.000234582,1.90891
DTXSID6021086,C7H13N3O3S,219.26,1.238,7.56833E-06,0.435512,4.63855,6.57824E-10,9.22556,10.0275,-0.470577,0.000228531,1.02531
DTXSID4034364,C17H18N4O6S,406.41,1.524,2.16272E-11,0.000459198,4.2866,3.25864E-10,9.59557,84.8331,1.10144,5.06885E-11,0.000411525
DTXSID0057960,C19H24ClN3O2,361.87,1.224,9.7499E-08,0.00011324,8.32864,9.73982E-08,11.5909,1879.64,3.48926,2.07581E-07,0.000186508
DTXSID9044166,C10H4Cl8O,423.74,1.954,3.67282E-06,5.16416E-07,218.533,4.56239E-05,8.54871,20895.7,5.7816,0.000002549,5.43263E-08
DTXSID8025541,C6H15O4PS2,246.28,1.282,6.45654E-06,0.0787046,3.54929,4.15064E-07,9.22728,10.0144,-0.734694,2.85155E-05,4.25489
DTXSID4037536,C8H19O3PS3,290.39,1.271,1.88799E-05,0.00358922,142.329,4.56646E-07,10.6013,718.723,1.73097,1.12636E-05,0.0137513
DTXSID7024241,C15H11ClF3NO4,361.7,1.453,2.25944E-07,3.34195E-06,3.54301,3.28307E-06,8.95531,99588.3,4.72975,2.00595E-07,3.15494E-07
DTXSID3021807,C8H10,106.168,0.89,7.11213,0.00271019,6.00171,0.00525141,3.84097,178.668,3.11985,6.59714,0.00164364
DTXSID1034260,C22H24N2O9,460.439,1.75,4.61318E-16,0.00263633,147.805,1.36098E-11,9.50064,538.462,-0.900077,1.62995E-08,0.000722458
DTXSID5021097,C22H25ClN2O9,496.9,1.75,4.61318E-16,0.00221309,147.805,1.36098E-11,9.50064,538.462,-1.03363,1.62995E-08,0.000722458
DTXSID4020373,C14H10Cl4,320.03,1.387,8.26038E-06,3.23594E-07,11.6922,6.63773E-06,10.0191,16352.6,6.12894,1.35212E-06,2.80861E-07
DTXSID9020374,C14H8Cl4,318.02,1.454,3.53183E-06,2.61818E-07,16.6788,0.000041562,9.44218,65976.5,6.73301,5.96504E-06,1.66584E-07
DTXSID4020589,C18H20Cl2,307.26,1.151,3.68129E-06,1.77419E-06,10.0148,1.94175E-05,9.65891,50350.2,6.09373,7.21517E-06,1.72781E-07
DTXSID5022518,C16H14Cl2O2,309.19,1.195,1.24165E-06,6.63743E-06,5.53555,8.3679E-07,9.15822,25625.9,4.32957,6.46134E-06,1.67016E-07
DTXSID2024242,C15H20ClN3O,293.8,1.257,2.01837E-07,0.000132739,3.17758,1.90013E-07,10.4006,500.194,3.20214,7.68607E-09,0.000102783
DTXSID5047114,C32H64O2,480.862,0.778,3.81944E-11,8.4918E-09,116.368,7.41754E-07,11.6794,20183.4,8.14208,2.98912E-11,6.50518E-09
DTXSID9023417,C9H17NO5,219.237,1.247,8.79023E-08,0.199067,3.53958,4.09466E-10,8.40537,19.8279,-1.43206,1.0111E-08,4.5418
DTXSID7021100,C10H14NO5PS,291.26,1.342,1.55239E-05,7.94328E-05,4.78024,2.98296E-07,9.3349,1581.93,3.82965,6.69393E-06,4.37544E-05
DTXSID3026645,C10H14,134.222,0.868,1.47911,0.000462381,5.95526,0.00797231,4.30931,1947.76,4.10598,0.357852,0.000202071
DTXSID8021199,C10H21NOS,203.34,0.972,0.00847227,0.000676083,4.21968,5.26957E-07,7.41851,628.643,3.83465,0.0842824,0.00047245
DTXSID4057920,C18H23N3O4,345.399,1.22,1.4388E-07,0.000419759,4.91027,5.88945E-09,10.7392,1635.69,2.99693,4.83924E-06,0.00127708
DTXSID8042260,C13H15Cl2N3,284.18,1.212,3.0903E-07,7.37904E-05,3.35553,4.10511E-05,8.62039,907.911,4.4311,2.76523E-06,0.000258115
DTXSID3042261,C19H21ClN2O,328.84,1.239,2.39883E-09,9.59401E-06,3.3583,4.95863E-12,10.3715,1898.98,4.81569,3.79404E-12,9.1681E-07
DTXSID7024245,C13H19N3O4,281.312,1.254,6.20869E-07,9.84011E-06,3.54085,7.77053E-07,10.1984,5013.25,5.1983,2.99346E-05,0.000001074
DTXSID9058107,C18H24FN3O,317.408,1.228,2.74157E-08,1.09144E-05,3.34649,4.10989E-10,10.2956,1182.93,4.45804,1.77633E-07,0.000034637
DTXSID4037584,C6H2Cl5N,265.34,1.693,0.000032434,1.34896E-05,35.3293,1.04567E-07,9.11436,41485.9,4.81933,0.000259033,8.02926E-07
DTXSID2021103,C7H3Cl5O,280.35,1.609,0.000412098,2.39883E-06,4.7502,0.000279286,7.25933,9137.47,5.44822,0.0451669,1.53556E-06
DTXSID7024247,C6HCl5,250.32,1.658,0.00555904,5.06991E-06,6.16855,0.00070365,6.48809,3177.29,5.17409,0.00101434,2.99747E-06
DTXSID40175084,C7Cl5N,275.33,1.737,0.000278612,2.40991E-06,4.39993,0.000333136,7.44517,16866,4.40622,0.000107142,1.45332E-06
DTXSID2021105,C6Cl5NO2,295.32,1.786,0.000218776,2.84446E-06,12.2829,0.000939027,7.56294,9556.21,4.63975,5.00853E-05,1.50719E-06
DTXSID7021106,C6HCl5O,266.32,1.764,0.000225424,1.79887E-05,20.8946,2.45947E-08,8.45978,19871.5,5.11878,0.000110482,0.000151944
DTXSID3042263,C7H3Cl5S,296.41,1.549,0.000387258,4.46684E-07,20.2401,0.000125013,7.77926,14548.1,5.29664,0.0126052,1.52257E-07
DTXSID2026943,C5H12O4,136.147,1.24,2.13796E-06,4.0738,4.73239,1.00037E-08,7.17628,8.02643,-1.69111,5.77681E-08,0.468972
DTXSID4047175,C41H80O6,669.085,0.882,1.68267E-13,5.79429E-09,137.365,1.30369E-10,9.74581,20622.7,9.41557,4.12648E-09,1.49846E-07
DTXSID0052675,C23H46O5,402.616,1,1.08393E-09,2.73527E-06,8.54357,7.5818E-12,9.34433,13746.5,4.6689,6.81231E-10,0.000279687
DTXSID0027939,C59H114O7,935.554,0.798,3.10456E-19,5.95662E-13,210.909,1.87603E-09,11.7986,29801.3,7.34186,1.54123E-09,7.87364E-08
DTXSID7026944,C77H148O8,1202.023,0.634,1.07152E-22,3.16228E-14,213.47,1.86544E-08,11.6713,29794.5,6.93576,5.67069E-10,1.38424E-07
DTXSID1024251,C2HF5,120.022,1.351,5236,0.0159956,7.57477,0.0910392,-0.0454136,54.2463,1.25894,10522.9,0.000253362
DTXSID3042265,C13H18ClNO,239.74,1.089,4.67735E-07,6.59174E-05,3.32729,2.13745E-10,10.1042,573.825,4.30533,1.31378E-07,3.56581E-05
DTXSID7021655,C5H10O2,102.133,0.989,0.217771,0.25527,4.27741,4.75822E-07,4.33141,20.1367,1.38914,0.197639,0.301903
DTXSID2023434,C14H23N3O10,393.349,1.528,4.76431E-12,0.618016,4.95822,2.34591E-11,9.47815,98.8309,-1.56878,3.91305E-11,0.012326
DTXSID6058005,C16H20F3N3OS,359.41,1.329,1.08643E-07,1.18577E-05,3.54425,1.77324E-09,10.9181,667.192,4.48994,1.26407E-06,2.09236E-05
DTXSID3057933,C17H17ClFNO4,353.77,1.377,2.18776E-08,4.98884E-06,4.26942,1.25109E-08,11.7032,2439.51,4.17565,7.92907E-07,6.2114E-07
DTXSID9029227,C12H16O3,208.257,1.091,0.000178238,0.000563638,3.507,5.76167E-09,8.75262,117.484,3.18405,5.78776E-05,0.000837861
DTXSID1027263,C7H14O2,130.187,0.899,3.5156,0.0138038,4.44713,0.000388093,4.08966,57.0834,2.29523,3.49186,0.0130166
DTXSID3042267,C14H12F3NO4S2,379.37,1.465,5.15229E-07,6.36796E-05,5.71384,1.89247E-10,11.0666,1201.73,3.20183,8.90872E-06,0.000158709
DTXSID8022292,C21H20Cl2O3,391.29,1.254,1.00462E-08,5.12861E-08,3.35145,2.38712E-08,11.6839,63169.8,6.49886,2.18894E-08,2.13009E-07
DTXSID4057928,C16H22ClNO2,295.81,1.096,5.40754E-07,0.000104472,4.6571,3.34403E-07,9.60269,292.919,3.34429,1.19669E-05,0.00135381
DTXSID1024255,C16H16N2O4,300.314,1.249,3.57273E-09,0.00010617,3.54696,1.50617E-10,9.37894,2398.86,3.58883,1.03755E-11,1.26544E-05
DTXSID5021124,C6H6O,94.113,1.125,0.151356,0.294442,4.59014,3.36246E-07,4.79538,27.0339,1.46171,0.348397,0.91429
DTXSID8022408,C19H14O5S,354.38,1.559,1.09396E-08,4.65586E-05,3.50775,1.71571E-09,9.38712,13674.9,3.02016,4.73179E-09,0.00122229
DTXSID7032688,C23H26O3,350.458,1.101,1.02565E-07,9.18333E-08,3.35011,2.84521E-08,10.1296,95097.7,6.01219,1.4267E-07,2.33029E-07
DTXSID6042280,C12H17O4PS2,320.36,1.274,6.25173E-06,5.87489E-05,199.703,1.40299E-07,9.87835,996.889,3.69016,2.61415E-06,1.10236E-05
DTXSID3021483,C8H8O,120.151,0.992,0.428549,0.0628058,6.42286,0.000028158,4.42376,63.1854,1.77993,0.393199,0.0259986
DTXSID4032459,C7H17O2PS3,260.36,1.19,0.000179473,0.000233346,142.794,1.58371E-06,8.86347,501.841,3.69306,0.000630237,0.000134155
DTXSID4037586,C7H17O3PS2,244.3,1.163,0.000305492,0.0193642,4.84412,3.4644E-07,8.51771,57.0567,2.0696,0.000141487,0.00383656
DTXSID6042282,C7H17O4PS3,292.36,1.31,4.10204E-06,0.00241546,140.816,4.41537E-07,8.66749,662.71,1.98973,7.78122E-06,0.00294819
DTXSID1042283,C7H17O3PS3,276.36,1.289,6.74528E-05,0.00433511,142.029,4.51713E-07,9.9404,1094.79,1.78058,2.30321E-05,0.0288199
DTXSID1024259,C12H15ClNO4PS2,367.8,1.447,8.09096E-08,8.64968E-06,94.7555,1.9956E-07,11.6888,426.685,4.38002,1.23063E-07,6.04461E-06
DTXSID5024261,C11H12NO4PS2,317.31,1.441,6.68344E-07,5.98412E-05,164.989,3.72815E-10,11.7258,812.665,2.78136,4.90314E-07,6.55333E-05
DTXSID7021156,C10H19ClNO5P,299.69,1.187,1.39637E-05,0.00439542,4.13848,1.22754E-09,9.78149,7.11083,0.79,1.65844E-05,3.30755
DTXSID0066034,C8H18NaO4P,232.192,1.098,5.34564E-05,0.0490908,3.67949,4.82242E-07,9.2201,20.0727,0.116685,0.00492668,0.0815287
DTXSID0042292,C10H15O3PS,246.26,1.204,0.000671429,0.000119399,4.77478,1.07738E-06,8.21091,623.647,3.46016,0.000158385,7.65944E-05
DTXSID0052594,C8H6O2,134.134,1.198,0.141579,0.00968278,3.71881,5.38969E-08,5.56548,40.974,0.801955,0.00200329,0.00822564
DTXSID3026514,C8H5NO2,147.133,1.276,0.00194089,0.0171791,3.71482,1.47096E-08,8.66378,42.8497,1.1494,1.33541E-06,0.00247182
DTXSID1021160,C6H3Cl3N2O2,241.45,1.699,2.2182E-07,0.000476431,4.09513,6.89915E-10,8.1492,19.9741,1.89926,7.23316E-11,0.00178706
DTXSID8034821,C6H2Cl3KN2O2,279.54,1.732,2.2182E-07,0.000638263,4.09513,6.89915E-10,8.1492,19.9741,-1.89271,7.23316E-11,0.00178706
DTXSID8044339,C19H12F4N2O2,376.311,1.455,3.21366E-08,6.32412E-07,3.5496,1.67275E-08,10.548,1635.6,4.67277,5.14744E-09,1.26359E-07
DTXSID9047542,C18H16F3NO4,367.324,1.279,9.22571E-08,4.13047E-05,5.69468,3.89917E-09,9.59017,878.748,3.70168,4.67927E-07,8.5007E-06
DTXSID4025909,C6H3N3O7,229.104,1.77,2.21309E-06,0.00594292,4.96929,5.14938E-08,7.71314,159.447,1.43995,7.53141E-07,0.0550408
DTXSID8052063,C40H24Cl4N6O4,794.47,1.69,2.19786E-21,1.2331E-12,201.02,1.12143E-08,9.57769,133025,4.80644,4.27939E-07,2.42697E-07
DTXSID0052336,C18H18N4O6,386.364,1.386,3.69828E-12,1.25026E-06,3.54489,7.24668E-10,10.4296,875.731,3.74945,4.48955E-10,3.62039E-06
DTXSID8034823,C23H32N2O4,400.519,1.134,2.99916E-08,4.93174E-05,13.696,1.08595E-08,11.7141,2569.29,3.2983,1.52097E-07,3.8373E-06
DTXSID7032634,C16H21Cl2NO2,330.25,1.208,1.77011E-06,0.000104713,3.3567,1.03251E-08,9.21127,4998.32,4.30793,1.69099E-06,6.06056E-05
DTXSID3021805,C17H19NO3,285.343,1.164,2.14289E-08,0.000129718,3.35896,1.85087E-07,9.25236,1352.87,2.72181,6.57678E-07,0.000346778
DTXSID7025924,C8H6O3,150.133,1.247,0.00818465,0.0158489,4.50475,2.47358E-07,5.23337,166.912,1.0503,0.00997941,0.0233483
DTXSID1021166,C19H30O5,338.444,1.07,7.07946E-07,7.24436E-05,4.73111,2.24443E-06,10.9118,10456.6,4.74542,8.62437E-08,4.24338E-05
DTXSID8058031,C14H28NO3PS2,353.48,1.178,2.83139E-07,4.28549E-05,201.287,8.83504E-08,11.5673,2750.13,4.03979,2.40786E-07,7.05857E-05
DTXSID1032569,C11H18N4O2,238.291,1.134,0.000020893,0.00557186,3.81633,3.22416E-09,8.63262,79.5512,1.6979,7.26987E-06,0.0116253
DTXSID5042297,C13H24N3O3PS,333.39,1.184,4.75335E-05,5.42001E-05,4.73586,1.14757E-06,11.5698,302.117,4.8491,0.000284713,0.000057935
DTXSID0024266,C11H20N3O3PS,305.33,1.203,8.89201E-05,0.000106905,4.73242,3.45667E-07,10.8223,998.039,4.19741,1.50282E-05,3.61291E-05
DTXSID7027835,C6H7KO2,150.218,1.035,0.0597035,0.0907821,3.55957,6.64839E-07,4.81182,21.2556,-1.78679,0.333733,0.0197647
DTXSID4027525,C8H15KO2,182.304,0.949,0.022751,0.0167494,4.78286,8.31926E-07,6.00196,66.4852,-1.12391,0.0301776,0.0138561
DTXSID7027043,C2H3KO2,98.142,1.038,3.04088,5.47016,4.59912,1.00453E-07,4.23032,1.00727,-1.62995,15.6073,13.4017
DTXSID1027219,C7H5KO2,160.213,1.191,0.00102802,0.0644169,6.6407,2.66769E-07,5.90758,31.66,-1.13544,0.00070699,0.331734
DTXSID1042314,C10H19KO2,210.358,0.944,0.000442588,0.000988553,4.99368,1.55369E-07,7.71417,452.883,0.130901,0.000371237,0.000362286
DTXSID7029617,C6H11KO7,234.245,1.668,3.19154E-11,1.1885,3.55732,1.83519E-10,8.21854,126.513,-2.38456,9.02688E-11,2.0848
DTXSID5027722,C12H23KO2,238.412,0.928,3.53183E-05,0.00011885,5.71329,2.02665E-07,8.65681,1071.85,0.84807,1.63955E-05,2.42917E-05
DTXSID0041561,C18H31KO2,318.542,0.916,3.7325E-07,2.51768E-05,4.5009,3.65167E-08,10.6138,2565.21,0.946168,8.65884E-07,7.86582E-07
DTXSID1042318,C14H27KO2,266.466,0.914,2.86418E-06,1.55239E-05,5.71838,2.37554E-07,8.53568,3326.83,0.940744,1.40522E-06,4.71194E-06
DTXSID9052507,C8H15KO2,182.304,0.959,0.00322849,0.00587489,4.9798,1.04792E-06,6.24209,110.089,-1.13063,0.00370176,0.00525666
DTXSID0025949,C18H33KO2,320.558,0.903,2.81838E-07,9.16221E-06,5.3554,6.05302E-08,10.6121,2355.33,0.927166,1.39009E-06,4.34358E-08
DTXSID0042321,C16H31KO2,294.52,0.901,2.41546E-07,5.37032E-06,8.62236,4.37601E-09,9.9137,1781.65,1.23787,3.79491E-07,1.56327E-07
DTXSID5042322,C18H33KO3,336.557,0.952,8.07235E-08,0.000161808,3.71443,6.25757E-09,9.16874,2530.18,1.22553,2.77542E-07,0.0116012
DTXSID0042323,C18H35KO2,322.574,0.89,4.69894E-08,1.47231E-06,18.9526,6.64788E-08,10.6209,3946.22,0.819579,7.14871E-07,2.08416E-06
DTXSID7029619,CKNS,97.18,1.139,162.555,0.37325,7.56289,9.15947E-07,2.1956,26.8532,-2.83771,0.327039,13.8593
